num;Datetime;hashtags
1468;2021-12-19 20:26:51+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1469;2021-12-19 20:26:51+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1470;2021-12-19 20:01:55+00:00;['PokemonCelebrations', 'Charizard']
1471;2021-12-19 19:58:43+00:00;['Pokemon', 'pokemonTCG', 'PokemonCelebrations', 'pokemoncards', 'PokemonSwordShield', 'pokemonpulls', 'pokemoncollector']
1472;2021-12-19 19:45:47+00:00;['mailday', 'maildaysarethebestdays', 'pokemoncelebrations', 'pokemontcg', 'pokemonmerch', 'pokemoncommunity', 'pokemonfanatic', 'pokemon']
1473;2021-12-19 18:45:11+00:00;['pokemon', 'pokemoncards', 'pokemontcg', 'pokemongo', 'pokemoncommunity', 'charizard', 'umbreon', 'pikachu', 'pokemoncelebrations']
1474;2021-12-19 17:54:29+00:00;['PokemonCelebrations', 'Pokemon']
1475;2021-12-19 15:00:49+00:00;['pokemoncards', 'pokemontgc', 'PokemonCelebrations']
1476;2021-12-19 11:55:18+00:00;['Pokefreunde', 'Pikachu', 'Spielmatten', 'Celebrations', 'TeamTywald', 'Pokemon', 'PokemonTCG', 'PokemonKarten', 'PokemonCelebrations']
1477;2021-12-19 05:56:54+00:00;['PokemonCelebrations', 'Pokemon25']
1478;2021-12-19 04:32:10+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1479;2021-12-19 04:32:10+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1480;2021-12-19 03:41:34+00:00;['pokemon', 'PokemonCelebrations', 'GOLD', 'goldmew', 'mew', 'Cards', 'TCG', 'gg', 'PokemonGOfriend']
1481;2021-12-19 03:40:07+00:00;['PokemonMew', 'PokemonCelebrations', 'PokemonCelebrationsTins', 'Pokemon', 'TrainOn', 'Pokemon25']
1482;2021-12-19 02:59:13+00:00;['Ad', 'Pokemon', 'PokemonCelebrations']
1483;2021-12-19 02:28:49+00:00;['pokemon', 'pokemontcg', 'pokemoncelebrations', 'pepga']
1484;2021-12-19 01:53:24+00:00;['Pokemon', 'pokemoncards', 'vividvoltage', 'whatnot', 'prizes', 'auction', 'bid', 'pikachu', 'PokemonCelebrations']
1485;2021-12-19 01:04:45+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1486;2021-12-19 01:04:45+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1487;2021-12-19 00:38:10+00:00;['PokemonCelebrations', 'PokemonTCG']
1488;2021-12-19 00:37:28+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonCenter', 'pokemonTCG', 'PokePham']
1489;2021-12-19 00:22:38+00:00;['PokemonCelebrations', 'YouTube', 'Pokemon', 'CardOpening', 'PokemonTCG', 'LinkInBio']
1490;2021-12-18 23:35:58+00:00;['PokemonCelebrations', 'pokemoncards']
1491;2021-12-18 23:09:42+00:00;['Pokemon', 'pokemontcg', 'PokemonCelebrations', 'cardcolecting']
1492;2021-12-18 22:11:37+00:00;['tradingcards', 'cards', 'sports', 'sportcards', 'pokémon', 'pokemoncards', 'pokemoncelebrations', 'magicthegathering']
1493;2021-12-18 21:24:58+00:00;['Pokemon', 'pokemonCards', 'pokemonTCG', 'PokemonCelebrations']
1494;2021-12-18 20:01:59+00:00;['Pokemon', 'PokemonCelebrations', 'fusionstrike', 'Overwatch', 'MTG']
1495;2021-12-18 19:19:01+00:00;['pokemon', 'evolvingskies', 'pokemoncelebrations', 'unifiedminds', 'pokemoncards', 'eeveelutions', 'twitchstreamer']
1496;2021-12-18 15:39:20+00:00;['PokemonCelebrations', 'pokemon', 'pokemonTCG', 'Charizard']
1497;2021-12-18 15:36:28+00:00;['PokemonCelebrations']
1498;2021-12-18 15:20:01+00:00;['pokemon', 'pokemontcg', 'pokemoncards', 'PokemonSwordShield', 'pokemon25', 'pokemoncelebrations']
1499;2021-12-18 15:13:35+00:00;['Pokemon', 'ptcg', 'PokemonCollections', 'PokemonCollectors', 'pokemoncards', 'pokemoncelebrations']
1500;2021-12-18 14:51:56+00:00;['PokemonCelebrations', 'Pokemon', 'pokemonTCG']
1501;2021-12-18 05:06:12+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1502;2021-12-18 05:06:12+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1503;2021-12-18 01:45:39+00:00;['pokemon', 'PokemonCelebrations', 'Pokemon25', 'pokemonTCG']
1504;2021-12-18 01:05:13+00:00;['PokemonBrilliantDiamond', 'pokemon', 'pokemoncommunity', 'PokemonCelebrations']
1505;2021-12-18 00:11:56+00:00;['PokemonCelebrations', 'giveaway']
1506;2021-12-17 23:48:06+00:00;['PokemonCelebrations']
1507;2021-12-17 23:34:59+00:00;['PokemonCards', 'pokemonTCG', 'Pokemon', 'PokemonCelebrations']
1508;2021-12-17 23:00:01+00:00;['pokemon', 'pokemoncelebrations', 'pokemoncards', 'pokemontcg']
1509;2021-12-17 20:44:02+00:00;['pokemon', 'PokemonCelebrations', 'pokemonpulls']
1510;2021-12-17 20:42:01+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1511;2021-12-17 20:42:01+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1512;2021-12-17 20:15:07+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1513;2021-12-17 20:15:07+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1514;2021-12-17 19:42:55+00:00;['pokemoncelebrations']
1515;2021-12-17 19:30:23+00:00;['pokemonCards', 'pokemoncelebrations']
1516;2021-12-17 19:13:27+00:00;['PokemonCelebrations', 'Pokemon', 'charizard']
1517;2021-12-17 18:52:06+00:00;['pokemonTCG', 'pokemoncards', 'pokemoncelebrations']
1518;2021-12-17 17:53:58+00:00;['PokemonCelebrations', 'pokemonTCG']
1519;2021-12-17 17:02:34+00:00;['PokemonCelebrations']
1520;2021-12-17 16:55:12+00:00;['Charizard', 'Blastoise', 'Venusaur', 'pokemoncelebrations']
1521;2021-12-17 15:29:13+00:00;['Pokemon', 'PokemonTCG', 'PokemonETB', 'PokemonCelebrations']
1522;2021-12-17 15:26:18+00:00;['onlygraded', 'pokemoncelebrations', 'venusaur', 'gradedcards', 'pokemontcg']
1523;2021-12-17 15:14:16+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonTCG', 'TCG', 'TCGCardSearch', 'Celebrations', 'Pokemon25']
1524;2021-12-17 15:05:24+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1525;2021-12-17 15:05:24+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1526;2021-12-17 14:45:10+00:00;['PokemonCelebrations']
1527;2021-12-17 13:40:39+00:00;['PokemonTCG', 'PokemonCelebrations', 'Pokemon25', 'Pokemon', 'TCG']
1528;2021-12-17 09:38:38+00:00;['PokemonCelebrations', 'pokemonTCG', 'Pokemon25', 'Pokemon']
1529;2021-12-17 09:09:59+00:00;['PokemonCelebrations', 'PokemonTCG', 'PokemonCenter', 'EliteTrainerBox', 'Pokemon25']
1530;2021-12-17 08:40:07+00:00;['pokemontcg', 'PokemonCelebrations', 'pokemoncards', 'pokemon']
1531;2021-12-17 08:20:26+00:00;['pokemonTCG', 'charizard', 'PokemonCelebrations', 'GottaCatchEmAll', 'gotem']
1532;2021-12-17 07:14:20+00:00;['Funko', 'PocketPop', 'PokemonTCG', 'PokemonCelebrations']
1533;2021-12-17 03:07:36+00:00;['90sKid', 'Nostalgia', 'Childhood', 'Pokemon', 'TCG', 'PokemonCelebrations', 'EliteTrainerBox']
1534;2021-12-17 02:48:31+00:00;['PokemonCelebrations']
1535;2021-12-17 00:05:35+00:00;['Pokemon', 'pokemonTCG', 'PokemonCelebrations', 'PokemonLegendsArceus']
1536;2021-12-16 23:12:11+00:00;['Pokemon', 'pokemontcg', 'PokemonCelebrations', 'pepga']
1537;2021-12-16 22:57:13+00:00;['ad', 'Pokemon', 'PokemonTCG', 'PokemonCelebrations']
1538;2021-12-16 22:53:36+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1539;2021-12-16 22:53:36+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1540;2021-12-16 22:33:50+00:00;['pokemon', 'pokemontcg', 'tcg', 'pokemonCards', 'etc', 'celebrations', 'PokemonCelebrations']
1541;2021-12-16 20:34:23+00:00;['PokemonCelebrations', 'PokemonTCG']
1542;2021-12-16 19:40:05+00:00;['PokemonCelebrations', 'PokemonTradingCardGame']
1543;2021-12-16 19:39:59+00:00;['pokemon', 'tcgworld', 'mew', 'holo', 'pokemoncelebrations', 'ai', 'robograding']
1544;2021-12-16 19:39:49+00:00;['Pokemon25', 'PokemonCelebrations', 'pokemonTCG']
1545;2021-12-16 19:30:21+00:00;['PokemonCelebrations']
1546;2021-12-16 18:20:17+00:00;['PokemonCelebrations', 'pokemonTCG']
1547;2021-12-16 18:18:21+00:00;['Pokemon', 'PokemonTCG', 'PokemonCardGame', 'PokemonCelebrations', 'Pokemon25']
1548;2021-12-16 18:18:13+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1549;2021-12-16 18:18:13+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1550;2021-12-16 18:18:13+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1551;2021-12-16 18:18:13+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1552;2021-12-16 18:12:32+00:00;['pokemontcg', 'PokemonCelebrations', 'gottacatchemall']
1553;2021-12-16 16:19:44+00:00;['Ad', 'Pokemon', 'PokemonCelebrations']
1554;2021-12-16 13:21:23+00:00;['pokemon', 'pokemontcg', 'pokemoncelebrations', 'pepga']
1555;2021-12-16 13:13:01+00:00;['iykyk', 'Pokemon', 'PokemonCelebrations']
1556;2021-12-16 11:35:09+00:00;['pokemon', 'pokemontcg', 'pokemoncelebrations', 'pepga']
1557;2021-12-16 08:38:30+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1558;2021-12-16 08:38:30+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1559;2021-12-16 06:21:23+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1560;2021-12-16 06:21:23+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1561;2021-12-16 05:02:07+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1562;2021-12-16 05:02:07+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1563;2021-12-16 05:02:07+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1564;2021-12-16 05:02:07+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1565;2021-12-16 04:24:23+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1566;2021-12-16 04:24:20+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1567;2021-12-16 04:24:20+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1568;2021-12-16 04:24:20+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1569;2021-12-16 03:09:13+00:00;['pokemon', 'PokemonCelebrations', 'pokemonTCG']
1570;2021-12-16 02:51:07+00:00;['pokemon', 'PokemonCelebrations', 'pokemonTCG']
1571;2021-12-16 02:47:40+00:00;['pokemon', 'PokemonCelebrations', 'pokemonTCG']
1572;2021-12-16 02:42:57+00:00;['PokemonCelebrations', 'pokemonTCG', 'ShinyPokemon']
1573;2021-12-16 01:25:36+00:00;['PokemonCelebrations', 'Pikachu', 'pokemontcg']
1574;2021-12-16 00:30:15+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1575;2021-12-16 00:30:15+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1576;2021-12-16 00:14:12+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1577;2021-12-16 00:14:12+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1578;2021-12-15 22:31:34+00:00;['pokemoncenter', 'pokemon', 'pokémon', 'pokemontcg', 'tradingcards', 'pokemoncelebrations', 'tcgpokemon']
1579;2021-12-15 21:19:57+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1580;2021-12-15 21:19:57+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1581;2021-12-15 20:14:59+00:00;['PokemonCelebrations', 'PokemonTCG']
1582;2021-12-15 19:44:04+00:00;['90skid', 'Nostalgia', 'Childhood', 'Pokemon', 'TCG', 'PokemonCelebrations', 'GoldStarUmbreon', 'FlyingPikachu', 'Venusaur']
1583;2021-12-15 17:38:46+00:00;['pokemon', 'pokemoncelebrations', 'pokemonTCG']
1584;2021-12-15 17:38:39+00:00;['pokemon', 'pokemontcg', 'pokemoncelebrations', 'pepga']
1585;2021-12-15 16:13:29+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1586;2021-12-15 16:13:29+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1587;2021-12-15 15:56:08+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1588;2021-12-15 15:56:08+00:00;['pokemonCards', 'pokemonCelebrations', 'Celebrations', 'Ad']
1589;2021-12-15 15:42:18+00:00;['pokemon', 'pokemontcg', 'pokemoncards', 'PokemonSwordShield', 'pokemon25', 'pokemoncelebrations']
1590;2021-12-15 14:07:31+00:00;['pokemon', 'pokemontcg', 'pokemoncards', 'PokemonSwordShield', 'pokemon25', 'pokemoncelebrations']
1591;2021-12-15 14:04:16+00:00;['pokemon', 'pokemontcg', 'pokemoncards', 'PokemonSwordShield', 'pokemon25', 'pokemoncelebrations']
1592;2021-12-15 03:14:36+00:00;['pokemontcg', 'PokemonCelebrations']
1593;2021-12-15 02:52:36+00:00;['pokemontcg', 'pokemon', 'PokemonCelebrations']
1594;2021-12-15 02:03:35+00:00;['pokemoncelebrations', 'pokemon', 'pokemontcg']
1595;2021-12-15 00:37:04+00:00;['pokemon', 'PokemonCelebrations', 'pokemontcg', 'pokemon25']
1596;2021-12-15 00:20:57+00:00;['pokemon', 'PokemonCelebrations', 'Giveaway']
1597;2021-12-14 23:34:49+00:00;['PokemonCelebrations', 'Twitch', 'Cards', 'Giveaways', 'SmallStreamer', 'Pokemon']
1598;2021-12-14 23:02:12+00:00;['pokemon', 'pokemoncelebrations', 'pokemonTCG']
1599;2021-12-14 22:53:33+00:00;['UPC', 'pokemon', 'pokemoncelebrations', 'pokemonTCG']
1600;2021-12-14 22:23:00+00:00;['Pokemon', 'PokemonCelebrations', 'Charizard', 'Venusaur', 'Blastoise', 'Pokemon25thAniversary', 'PokemonClassicCollection', 'PokemonTCG', 'PokemonTCG25', 'PokemonGO']
1601;2021-12-14 22:22:14+00:00;['Pokemon', 'Pikachu', 'PokemonTumbler', 'SilverBuffaloTumbler', 'PokemonPikachuChristmasTumbler', 'PokemonCelebrations', 'PokemonTCG', 'Pokemon25thAnniversary']
1602;2021-12-14 22:21:50+00:00;['Pokemon', 'Pikachu', 'PokemonTumbler', 'SilverBuffaloTumbler', 'PokemonPikachuChristmasTumbler', 'PokemonCelebrations', 'PokemonTCG', 'Pokemon25thAnniversary']
1603;2021-12-14 19:54:43+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1604;2021-12-14 19:54:43+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1605;2021-12-14 19:30:06+00:00;['90sKid', 'Nostalgia', 'Childhood', 'Pokemon', 'PokemonCelebrations', 'TeamRocket', 'SurfingPikachu', 'ImposterProfessorOak', 'Zamazenta']
1606;2021-12-14 18:58:05+00:00;['PokemonCelebrations']
1607;2021-12-14 16:13:34+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1608;2021-12-14 09:33:16+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1609;2021-12-14 09:33:16+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1610;2021-12-14 08:05:06+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1611;2021-12-14 08:05:06+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1612;2021-12-14 07:19:23+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1613;2021-12-14 07:19:23+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1614;2021-12-14 05:03:54+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1615;2021-12-14 05:03:54+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1616;2021-12-14 04:42:04+00:00;['giveaway', 'pokemon', 'pokemongiveaway', 'Pokémon', 'pokémoncardgiveaway', 'pokemoncelebrations']
1617;2021-12-14 04:25:17+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1618;2021-12-14 04:25:17+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1619;2021-12-14 03:13:46+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1620;2021-12-14 03:13:46+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1621;2021-12-14 02:20:27+00:00;['PokemonCelebrations', 'pokemonCards']
1622;2021-12-14 02:00:30+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1623;2021-12-14 02:00:30+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1624;2021-12-14 00:58:24+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1625;2021-12-14 00:58:24+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1626;2021-12-13 23:57:56+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1627;2021-12-13 23:57:56+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1628;2021-12-13 22:56:51+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1629;2021-12-13 22:56:51+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1630;2021-12-13 21:49:29+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1631;2021-12-13 21:49:29+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1632;2021-12-13 20:37:56+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1633;2021-12-13 20:37:56+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1634;2021-12-13 19:36:42+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1635;2021-12-13 19:36:42+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1636;2021-12-13 18:47:09+00:00;['pokemon', 'pokemoncelebrations', 'celebrations', 'pokemoncards', 'tcg', 'pokemoncommunity']
1637;2021-12-13 17:56:54+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1638;2021-12-13 17:56:54+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1639;2021-12-13 17:50:43+00:00;['pokemoncelebrations', 'pokemon', 'pokemon25', 'pokemon25thanniversary', 'pokemoncards']
1640;2021-12-13 16:15:17+00:00;['pokémon', 'PokemonCelebrations', 'competition']
1641;2021-12-13 08:21:06+00:00;['UltraPremiumCollection', 'Pokemon', 'PokemonCelebrations', 'PokemonTCG']
1642;2021-12-13 04:40:20+00:00;['PokemonCelebrations', 'PokemonTradingCardGame', 'tcg']
1643;2021-12-13 04:39:33+00:00;['PokemonTCG', 'PokemonCelebrations', 'PokemonTradingCardGame']
1644;2021-12-13 04:24:14+00:00;['PokemonTCG', 'PokemonCelebrations', 'Pokemon']
1645;2021-12-13 04:19:28+00:00;['PokemonCelebrations', 'pokemonCards']
1646;2021-12-13 04:17:04+00:00;['PokemonCelebrations']
1647;2021-12-13 04:07:48+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1648;2021-12-13 04:07:48+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1649;2021-12-13 03:53:32+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1650;2021-12-13 03:53:32+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1651;2021-12-13 03:49:36+00:00;['PokemonCelebrations', 'DarkSylveonV']
1652;2021-12-13 02:52:06+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1653;2021-12-13 02:52:06+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1654;2021-12-13 01:02:49+00:00;['pokemontcgonline', 'pokemontcglive', 'fusionstrike', 'pokemoncelebrations', 'pokémon', 'pokemongo', 'pokemoncards', 'pokemonbrilliantdiamond', 'anime', 'manga', 'starwars', 'disney', 'marvel']
1655;2021-12-13 01:01:37+00:00;['90sKid', 'Nostalgia', 'Childhood', 'Pokemon', 'TCG', 'PokemonCelebrations', 'Luxray', 'Zacian', 'Pikachu', 'Pin']
1656;2021-12-13 00:49:49+00:00;['PokemonCelebrations', 'Pokemon']
1657;2021-12-13 00:10:07+00:00;['pokemon', 'PokemonCelebrations']
1658;2021-12-12 23:59:57+00:00;['EeveelutionsOGgiveaway', 'PokemonCelebrations']
1659;2021-12-12 23:19:25+00:00;['pokemonTCG', 'PokemonCelebrations', 'pokemonCards', 'pokemon']
1660;2021-12-12 23:18:49+00:00;['pokemkn', 'PokemonCelebrations', 'PokemonCenter', 'rare', 'pokemonTCG']
1661;2021-12-12 22:56:35+00:00;['PokemonCelebrations', 'pokemonTCG', 'pokemonetb', 'PokemonTradingCardGame', 'PokemonTradingCards', 'pokemoncards', 'pokemon']
1662;2021-12-12 22:47:45+00:00;['PokemonCelebrations', 'Pokemon', 'PokemonTCG']
1663;2021-12-12 22:32:30+00:00;['Pokemon', 'Nanoblock', 'Turtwig', 'PokemonCelebrations', 'FacebookGaming', 'pokemonTCG']
1664;2021-12-12 21:42:59+00:00;['pokemonTCG', 'PokemonCelebrations', 'pokemonCards', 'pokemon']
1665;2021-12-12 21:15:20+00:00;['pokemon', 'pokemoncelebrations', 'charizard', 'hiddenfates', 'celebrations', 'pokemonswordshield', 'pokemoncards', 'tcg', 'pokemoncommunity']
1666;2021-12-12 19:59:49+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1667;2021-12-12 19:59:49+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1668;2021-12-12 19:22:11+00:00;['PokemonCelebrations', 'TikTok']
1669;2021-12-12 18:57:36+00:00;['Pokemon', 'PokemonCelebrations']
1670;2021-12-12 18:36:14+00:00;['PokemonCelebrations', 'pokemon', 'pokemonTCG']
1671;2021-12-12 18:29:24+00:00;['PokemonCelebrations']
1672;2021-12-12 18:27:46+00:00;['pokemon', 'PokemonCelebrations', 'pokemonTCG']
1673;2021-12-12 18:24:30+00:00;['pokemon', 'PokemonCelebrations', 'pokemonTCG']
1674;2021-12-12 17:50:12+00:00;['PokemonCelebrations', 'Pokemon', 'pokemonTCG']
1675;2021-12-12 17:27:50+00:00;['pokemonTCG', 'PokemonCelebrations']
1676;2021-12-12 17:18:52+00:00;['pokemon', 'PokemonCelebrations']
1677;2021-12-12 13:16:18+00:00;['pepga', 'pokemoncelebrations', 'pokemon']
1678;2021-12-12 11:16:16+00:00;['pokemon', 'pokemontcg', 'pokemoncelebrations', 'pepga']
1679;2021-12-12 11:10:08+00:00;['TikTok', 'pokemonTCG', 'PokemonCelebrations', 'pokemon']
1680;2021-12-12 09:08:13+00:00;['venusaur', 'PokemonCelebrations']
1681;2021-12-12 08:55:05+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1682;2021-12-12 08:55:05+00:00;['pokemonCards', 'pokemonCelebrations', 'celebrations', 'Ad']
1683;2021-12-12 08:00:30+00:00;['pokemon', 'pokemongiveaway', 'pokemonTCG', 'PokemonCelebrations', 'PokemonCards']
1684;2021-12-12 06:39:56+00:00;['PokemonCelebrations']
1685;2021-12-12 06:31:26+00:00;['pepga', 'Pokemon', 'PokemonCelebrations']
1686;2021-12-12 05:38:23+00:00;['theshinyshow', 'pokemontcg', 'pokemoncelebrations', 'pokemon', 'twitch', 'twitchaffiliate', 'nintendo', 'gaming', 'tcg', 'pokemoncards', 'pokemoncollector', 'art', 'california', 'saturday']
1687;2021-12-12 03:32:24+00:00;['Pokemon', 'PokemonCelebrations', 'Charizard', 'Venusaur', 'Blastoise', 'Pokemon25thAniversary', 'PokemonClassicCollection', 'PokemonTCG', 'PokemonTCG25', 'PokemonGO']
1688;2021-12-12 02:18:04+00:00;['UPC', 'pokemon', 'pokemontcg', 'pokemoncelebrations', 'pepga']
1689;2021-12-11 21:03:01+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1690;2021-12-11 21:03:01+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1691;2021-12-11 20:23:22+00:00;['Pokemon', 'Pikachu', 'PokemonTumbler', 'SilverBuffaloTumbler', 'PokemonPikachuChristmasTumbler', 'PokemonCelebrations', 'PokemonTCG', 'Pokemon25thAnniversary']
1692;2021-12-11 19:46:11+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1693;2021-12-11 19:46:11+00:00;['pokemonCards', 'celebrations', 'pokemonCelebrations', 'Ad']
1694;2021-12-11 15:49:13+00:00;['PokemonCelebrations', 'pokemontcg', 'pokemon']
1695;2021-12-11 12:02:37+00:00;['pokemonTCG', 'PokemonCelebrations', 'Charizard']
1696;2021-12-11 11:54:29+00:00;['pokemonTCG', 'Pokemoncelebrations', 'darksylveon']
1697;2021-12-11 08:56:24+00:00;['Pokemon', 'PokemonCelebrations']
1698;2021-12-11 08:00:15+00:00;['PokemonCelebrations', 'Pokemon']
1699;2021-12-11 08:00:04+00:00;['PokemonCelebrations', 'GoldenShinyMew', 'ShinyMew', 'PokemonTCG', 'Pokemon25', 'Pokemon']
1700;2021-12-11 07:49:15+00:00;['PokemonCelebrations', 'PokemonTCG', 'Pokemon25', 'Pokemon']
1701;2021-12-11 04:36:03+00:00;['PokemonTCG', 'PokemonCelebrations', 'pokemoncards']
1702;2021-12-11 03:55:23+00:00;['charizard', 'PokemonCelebrations']
1703;2021-12-11 03:46:58+00:00;['pokemoncelebrations', 'pokemon', 'charizard']
1704;2021-12-11 02:43:43+00:00;['Pokemon', 'Pikachu', 'PokemonTumbler', 'SilverBuffaloTumbler', 'PokemonPikachuChristmasTumbler', 'PokemonCelebrations', 'PokemonTCG', 'Pokemon25thAnniversary']
1705;2021-12-11 01:18:41+00:00;['vangcollectible', 'pokemongiveaway', 'pokemon', 'pokemontcg', 'pokemoncards', 'pokemoncelebrations', 'giveaways', 'giveaway']
1706;2021-12-11 01:07:51+00:00;['Pokemon', 'PokemonCelebrations']
1707;2021-12-11 00:40:50+00:00;['AdventCalendar', 'PokemonCelebrations', 'Pokemon', 'AdventCalender']
